district,taluka,village
"CHANDRAPUR","RAJURA","Khamona"
"CHANDRAPUR","RAJURA","Kohapara"
"CHANDRAPUR","RAJURA","Vihirgaon"
"CHANDRAPUR","RAJURA","Chandanwahi"
"CHANDRAPUR","RAJURA","Pandharpauni"
"CHANDRAPUR","RAJURA","Botgaon"
"CHANDRAPUR","RAJURA","Sumthana"
"CHANDRAPUR","RAJURA","Aheri"
"CHANDRAPUR","WARORA","Nagala Rith"
"CHANDRAPUR","WARORA","Wanoja"
"CHANDRAPUR","WARORA","Ekona"
"CHANDRAPUR","WARORA","Surla"
"CHANDRAPUR","WARORA","Khanji"
"CHANDRAPUR","WARORA","Marda"
"CHANDRAPUR","WARORA","Kumbhari"
"CHANDRAPUR","WARORA","Borda"
"CHANDRAPUR","WARORA","Jamgaon Kh"
"CHANDRAPUR","WARORA","Warora (MCI)"
"CHANDRAPUR","WARORA","Tulana"
"CHANDRAPUR","WARORA","Ashti"
"CHANDRAPUR","WARORA","Ekarjuma"
"CHANDRAPUR","WARORA","Sakhardoh"
"CHANDRAPUR","WARORA","Kalamgavhan"
"CHANDRAPUR","WARORA","Sembal"
"CHANDRAPUR","WARORA","Karanji"
"CHANDRAPUR","WARORA","Bamarda"
"CHANDRAPUR","WARORA","Dindoda Bk"
"CHANDRAPUR","WARORA","Soit"
"CHANDRAPUR","WARORA","Dindoda Kh"
"CHANDRAPUR","WARORA","Jamgaon Bk"
"CHANDRAPUR","POMBHURNA","Satara Komti"
"CHANDRAPUR","POMBHURNA","Dewada Kh"
"CHANDRAPUR","POMBHURNA","Chak Futana"
"CHANDRAPUR","POMBHURNA","Chak Hattibodi"
"CHANDRAPUR","POMBHURNA","Dongar Haldi No.3"
"CHANDRAPUR","POMBHURNA","Ambe Dhanora Rith"
"CHANDRAPUR","POMBHURNA","Chak Ambe Dhanora"
"CHANDRAPUR","POMBHURNA","Chak Borgaon Rith"
"CHANDRAPUR","POMBHURNA","Kosambi Rith"
"CHANDRAPUR","POMBHURNA","Umari Potdar"
"CHANDRAPUR","POMBHURNA","Kosambi Chak"
"CHANDRAPUR","POMBHURNA","Pombhurna (NP)"
"CHANDRAPUR","POMBHURNA","Borda Zulurwar"
"CHANDRAPUR","POMBHURNA","Pipari Deshpande"
"CHANDRAPUR","POMBHURNA","Dighori"
"CHANDRAPUR","POMBHURNA","Ambai Tukum"
"CHANDRAPUR","POMBHURNA","Chak Ghanoti No.1"
"CHANDRAPUR","POMBHURNA","Selur Nagreddi"
"CHANDRAPUR","POMBHURNA","Selur Chak"
"CHANDRAPUR","SINDEWAHI","Mhasmohan Rith"
"CHANDRAPUR","SINDEWAHI","Gunjewahi Kotha"
"CHANDRAPUR","SINDEWAHI","Gunjewahi Mal No.1"
"CHANDRAPUR","SINDEWAHI","Tayagondi"
"CHANDRAPUR","SINDEWAHI","Piparheti"
"CHANDRAPUR","SINDEWAHI","Mohali"
"CHANDRAPUR","SINDEWAHI","Gunjewahi Mal No.2"
"CHANDRAPUR","SINDEWAHI","Kalamgaon Tukum"
"CHANDRAPUR","SINDEWAHI","Ghot"
"CHANDRAPUR","SINDEWAHI","Murmadi"
"CHANDRAPUR","SINDEWAHI","Murpar Tukum"
"CHANDRAPUR","SINDEWAHI","Naleshwar"
"CHANDRAPUR","SINDEWAHI","Chak Sakharampur"
"CHANDRAPUR","SINDEWAHI","Pimpaldand Chak"
"CHANDRAPUR","SINDEWAHI","Murpar Gaonganna"
"CHANDRAPUR","SINDEWAHI","Kukudtheti"
"CHANDRAPUR","SINDEWAHI","Saradpar"
"CHANDRAPUR","SINDEWAHI","Mangli Chak"
"CHANDRAPUR","SINDEWAHI","Kalamgaon Gaonganna"
"CHANDRAPUR","SINDEWAHI","Chitki"
"CHANDRAPUR","SINDEWAHI","Govindpur Chak"
"CHANDRAPUR","SINDEWAHI","Chikmara"
"CHANDRAPUR","SINDEWAHI","Navegaon Chak"
"CHANDRAPUR","SINDEWAHI","Virwha"
"CHANDRAPUR","SINDEWAHI","Itoli"
"CHANDRAPUR","SINDEWAHI","Tambegadi Mendha"
"CHANDRAPUR","SINDEWAHI","Lonkhairi Tukum"
"CHANDRAPUR","SINDEWAHI","Navegaon Tola"
"CHANDRAPUR","SINDEWAHI","Navegaon Lon"
"CHANDRAPUR","SINDEWAHI","Saradpar Chak"
"CHANDRAPUR","SINDEWAHI","Bamani Chak"
"CHANDRAPUR","SINDEWAHI","Bamanimal"
"CHANDRAPUR","SINDEWAHI","Petgaon"
"CHANDRAPUR","SINDEWAHI","Lonkhairi Panbuda"
"CHANDRAPUR","SINDEWAHI","Khateramal"
"CHANDRAPUR","SINDEWAHI","Khatera Chak"
"CHANDRAPUR","SINDEWAHI","Pangadi"
"CHANDRAPUR","WARORA","Gaul Bk"
"CHANDRAPUR","WARORA","Akola"
"CHANDRAPUR","WARORA","Nimdhela"
"CHANDRAPUR","WARORA","Barvha"
"CHANDRAPUR","WARORA","KAWADAPUR RESERVED FOREST"
"CHANDRAPUR","WARORA","Hiwara"
"CHANDRAPUR","WARORA","Chargaon Tukum"
"CHANDRAPUR","WARORA","Belgaon Mokasa"
"CHANDRAPUR","WARORA","Belgaon Chak"
"CHANDRAPUR","WARORA","Gaoshet"
"CHANDRAPUR","WARORA","Gunjala"
"CHANDRAPUR","WARORA","Nandara"
"CHANDRAPUR","WARORA","Tumgaon"
"CHANDRAPUR","WARORA","Wadadha Society"
"CHANDRAPUR","WARORA","Ukharda"
"CHANDRAPUR","WARORA","Pandhartala"
"CHANDRAPUR","WARORA","Waigaon Bhoyar"
"CHANDRAPUR","WARORA","Kawadsi"
"CHANDRAPUR","WARORA","Waigaon Khadatkar"
"CHANDRAPUR","WARORA","Umari Raiyyatwari"
"CHANDRAPUR","WARORA","KAWADAPUR RESERVED FOREST"
"CHANDRAPUR","WARORA","Tadgavhan"
"CHANDRAPUR","WARORA","TEMURDA RESERVED FOREST"
"CHANDRAPUR","WARORA","Mangali Deotale"
"CHANDRAPUR","WARORA","Keli"
"CHANDRAPUR","WARORA","Gaul Kh"
"CHANDRAPUR","WARORA","Borgaon Bhosale"
"CHANDRAPUR","WARORA","Wadadha Tukum"
"CHANDRAPUR","WARORA","Sonegaon"
"CHANDRAPUR","WARORA","Sbegaon"
"CHANDRAPUR","POMBHURNA","Jam Tukum Ryt"
"CHANDRAPUR","POMBHURNA","Jam Kh"
"CHANDRAPUR","POMBHURNA","Satara Tukum"
"CHANDRAPUR","POMBHURNA","Rampur Dixit"
"CHANDRAPUR","POMBHURNA","Rampur Zadikar"
"CHANDRAPUR","POMBHURNA","Jam Tukum"
"CHANDRAPUR","POMBHURNA","Ghosari"
"CHANDRAPUR","POMBHURNA","Dongar Haldi No.1"
"CHANDRAPUR","POMBHURNA","Jungaon"
"CHANDRAPUR","POMBHURNA","Satara Bhosale"
"CHANDRAPUR","POMBHURNA","Dewada Bk"
"CHANDRAPUR","POMBHURNA","Dongar Haldi Mal"
"CHANDRAPUR","POMBHURNA","Thergaon Ryt"
"CHANDRAPUR","POMBHURNA","Dongar Haldi Tukum"
"CHANDRAPUR","POMBHURNA","Dongar Haldi No.2"
"CHANDRAPUR","POMBHURNA","Futana Mokasa"
"CHANDRAPUR","POMBHURNA","Umari Tukum"
"CHANDRAPUR","POMBHURNA","Chak Ghanoti No.2"
"CHANDRAPUR","POMBHURNA","Borda Borkar"
"CHANDRAPUR","POMBHURNA","Borda Dixit"
"CHANDRAPUR","POMBHURNA","Welwa Mal"
"CHANDRAPUR","POMBHURNA","Chak Thana"
"CHANDRAPUR","POMBHURNA","Navi Ladoli"
"CHANDRAPUR","POMBHURNA","Kasargatta"
"CHANDRAPUR","POMBHURNA","Loni"
"CHANDRAPUR","POMBHURNA","Welwa Chak"
"CHANDRAPUR","POMBHURNA","Chak Nawegaon"
"CHANDRAPUR","POMBHURNA","Juni Ladoli"
"CHANDRAPUR","POMBHURNA","Ghanoti Tukum"
"CHANDRAPUR","POMBHURNA","Ashta"
"CHANDRAPUR","POMBHURNA","Nawegaon More"
"CHANDRAPUR","POMBHURNA","Gangapur Chak"
"CHANDRAPUR","POMBHURNA","Kawit Bodi"
"CHANDRAPUR","POMBHURNA","Chak Thane Wasana"
"CHANDRAPUR","POMBHURNA","Thane Wasana Mal"
"CHANDRAPUR","POMBHURNA","Chak Khapari"
"CHANDRAPUR","POMBHURNA","Chak Ashta"
"CHANDRAPUR","POMBHURNA","Mahala Ryt."
"CHANDRAPUR","POMBHURNA","Dewai"
"CHANDRAPUR","POMBHURNA","Tok"
"CHANDRAPUR","POMBHURNA","Sonapur Rith"
"CHANDRAPUR","POMBHURNA","Sonapur"
"CHANDRAPUR","RAJURA","Nirli"
"CHANDRAPUR","RAJURA","Kolgaon"
"CHANDRAPUR","RAJURA","Pellora"
"CHANDRAPUR","RAJURA","Kinebodi"
"CHANDRAPUR","RAJURA","Manoli Bk"
"CHANDRAPUR","RAJURA","Babapur"
"CHANDRAPUR","RAJURA","Waroda"
"CHANDRAPUR","RAJURA","Sakhari"
"CHANDRAPUR","RAJURA","Hardona Bk"
"CHANDRAPUR","RAJURA","Jogapur"
"CHANDRAPUR","RAJURA","Wangi (Rith)"
"CHANDRAPUR","RAJURA","Mangi Kh"
"CHANDRAPUR","RAJURA","Ruyad"
"CHANDRAPUR","RAJURA","Tulana"
"CHANDRAPUR","RAJURA","Hardona Kh"
"CHANDRAPUR","RAJURA","Vihirgaon Rith"
"CHANDRAPUR","RAJURA","Sakharwahi"
"CHANDRAPUR","RAJURA","Pachgaon"
"CHANDRAPUR","RAJURA","Kochi"
"CHANDRAPUR","RAJURA","Warur Road"
"CHANDRAPUR","RAJURA","Murti"
"CHANDRAPUR","RAJURA","Jamani"
"CHANDRAPUR","RAJURA","Mangi Bk"
"CHANDRAPUR","RAJURA","Belampur"
"CHANDRAPUR","RAJURA","Manoli Kh"
"CHANDRAPUR","RAJURA","Goraj (Rith)"
"CHANDRAPUR","RAJURA","Tembhurwahi"
"CHANDRAPUR","RAJURA","Bhedoda"
"CHANDRAPUR","RAJURA","Ranvelli"
"CHANDRAPUR","RAJURA","Bhendvi"
"CHANDRAPUR","RAJURA","Sonapur"
"CHANDRAPUR","RAJURA","MANIKGAD RESERVED FOREST"
"CHANDRAPUR","RAJURA","Hirapur"
"CHANDRAPUR","RAJURA","Chirud"
"CHANDRAPUR","RAJURA","Isapur"
"CHANDRAPUR","RAJURA","Shirsi"
"CHANDRAPUR","RAJURA","Nalphadi"
"CHANDRAPUR","RAJURA","Bhurkunda Bk"
"CHANDRAPUR","RAJURA","Nokari Kh"
"CHANDRAPUR","JIWATI","Khadki Jamni"
"CHANDRAPUR","RAJURA","Bhurkunda Kh"
"CHANDRAPUR","RAJURA","Kawathala (Rithi)"
"CHANDRAPUR","RAJURA","Chinchbodi"
"CHANDRAPUR","RAJURA","Bambezari"
"CHANDRAPUR","RAJURA","Sondo"
"CHANDRAPUR","RAJURA","Sindola (Rithi)"
"CHANDRAPUR","RAJURA","Sindi"
"CHANDRAPUR","RAJURA","Khambada"
"CHANDRAPUR","RAJURA","Sonurli"
"CHANDRAPUR","RAJURA","Berdi"
"CHANDRAPUR","RAJURA","Sukadpalli"
"CHANDRAPUR","RAJURA","Kawadgondi"
"CHANDRAPUR","RAJURA","Nokari Bk"
"CHANDRAPUR","RAJURA","Yergavhan"
"CHANDRAPUR","RAJURA","Bhendala"
"CHANDRAPUR","JIWATI","Chikhali Bk"
"CHANDRAPUR","JIWATI","Nagrala"
"CHANDRAPUR","RAJURA","Kakadghat"
"CHANDRAPUR","RAJURA","Dhanora"
"CHANDRAPUR","RAJURA","Wirur Station"
"CHANDRAPUR","RAJURA","Siddheshwar"
"CHANDRAPUR","RAJURA","Dewada"
"CHANDRAPUR","JIWATI","Gadh Pandharwani"
"CHANDRAPUR","RAJURA","Navegaon"
"CHANDRAPUR","JIWATI","Kusumbi"
"CHANDRAPUR","RAJURA","Umarzara"
"CHANDRAPUR","JIWATI","Kakaban"
"CHANDRAPUR","RAJURA","Kelzar"
"CHANDRAPUR","RAJURA","Khirdi"
"CHANDRAPUR","JIWATI","Punaguda"
"CHANDRAPUR","JIWATI","Patan"
"CHANDRAPUR","JIWATI","Tatakohad"
"CHANDRAPUR","RAJURA","Chinchala"
"CHANDRAPUR","JIWATI","Jankapur"
"CHANDRAPUR","RAJURA","Kawitpeth"
"CHANDRAPUR","JIWATI","Pallezari"
"CHANDRAPUR","RAJURA","Dongargaon (Subai)"
"CHANDRAPUR","JIWATI","Shengaon"
"CHANDRAPUR","RAJURA","Subai"
"CHANDRAPUR","JIWATI","Khadki Hirapur"
"CHANDRAPUR","JIWATI","Ambezari"
"CHANDRAPUR","RAJURA","Tummaguda"
"CHANDRAPUR","JIWATI","Titvi"
"CHANDRAPUR","RAJURA","Lakkadkot"
"CHANDRAPUR","JIWATI","Ganeri"
"CHANDRAPUR","RAJURA","Ghotta"
"CHANDRAPUR","RAJURA","Kostala"
"CHANDRAPUR","RAJURA","Chincholi Bk"
"CHANDRAPUR","JIWATI","Bhai Pathar"
"CHANDRAPUR","JIWATI","Govindpur"
"CHANDRAPUR","JIWATI","Nandappa"
"CHANDRAPUR","JIWATI","Dongargaon"
"CHANDRAPUR","JIWATI","Markagondi"
"CHANDRAPUR","JIWATI","Belgaon"
"CHANDRAPUR","JIWATI","Rahpalli Kh"
"CHANDRAPUR","JIWATI","Himayatnagar"
"CHANDRAPUR","JIWATI","Dharmaram"
"CHANDRAPUR","JIWATI","Pitiguda No.1"
"CHANDRAPUR","RAJURA","Antargaon"
"CHANDRAPUR","JIWATI","Bhokasapur"
"CHANDRAPUR","JIWATI","Pitiguda No.2"
"CHANDRAPUR","JIWATI","Sorakasa"
"CHANDRAPUR","RAJURA","Annur"
"CHANDRAPUR","JIWATI","Bhari"
"CHANDRAPUR","JIWATI","Babapur"
"CHANDRAPUR","JIWATI","Shedwahi-2"
"CHANDRAPUR","SAWALI","Mangar Medha"
"CHANDRAPUR","SAWALI","Meha Kh"
"CHANDRAPUR","SAWALI","Sawatla"
"CHANDRAPUR","SAWALI","Usarpar Tukum"
"CHANDRAPUR","SAWALI","Barsagad"
"CHANDRAPUR","SAWALI","Bormala"
"CHANDRAPUR","SAWALI","Bhanapur"
"CHANDRAPUR","SAWALI","Meha Bk."
"CHANDRAPUR","SAWALI","Dongargaon Maske"
"CHANDRAPUR","SAWALI","Chikhali"
"CHANDRAPUR","SAWALI","Antargaon"
"CHANDRAPUR","SAWALI","Asola Chak"
"CHANDRAPUR","SAWALI","Nifandra"
"CHANDRAPUR","SAWALI","Antargaon Tola"
"CHANDRAPUR","SAWALI","Gaidongari"
"CHANDRAPUR","SAWALI","Pathari"
"CHANDRAPUR","SAWALI","Saimara Chak"
"CHANDRAPUR","SAWALI","Kargaon Chak"
"CHANDRAPUR","SAWALI","Saimara Tuk"
"CHANDRAPUR","SAWALI","FOREST"
"CHANDRAPUR","SAWALI","Nimgaon"
"CHANDRAPUR","SAWALI","Virkhal"
"CHANDRAPUR","SAWALI","Vichora"
"CHANDRAPUR","SAWALI","Mokhala"
"CHANDRAPUR","SAWALI","Vyahad Bk"
"CHANDRAPUR","SAWALI","Mankapur"
"CHANDRAPUR","SAWALI","Pendhari Sarad"
"CHANDRAPUR","SAWALI","Pendhari Sarad Chak"
"CHANDRAPUR","SAWALI","Wagholi"
"CHANDRAPUR","SAWALI","Samada Bk"
"CHANDRAPUR","SAWALI","Kisannagar"
"CHANDRAPUR","SAWALI","Vyahad Chak No.1"
"CHANDRAPUR","SAWALI","Hirapur"
"CHANDRAPUR","SAWALI","Bharpayali"
"CHANDRAPUR","SAWALI","Vyahad Kh"
"CHANDRAPUR","SAWALI","Kesarwahi"
"CHANDRAPUR","SAWALI","Sadagad"
"CHANDRAPUR","SAWALI","Sonapur"
"CHANDRAPUR","SAWALI","Vyahad Chak.No.2"
"CHANDRAPUR","SAWALI","Chargaon"
"CHANDRAPUR","SAWALI","Piranjimal"
"CHANDRAPUR","SAWALI","Ambora"
"CHANDRAPUR","SAWALI","Chak Piranji"
"CHANDRAPUR","SAWALI","FOREST"
"CHANDRAPUR","SAWALI","Sawali (NP)"
"CHANDRAPUR","SAWALI","Keroda"
"CHANDRAPUR","SAWALI","Ghodewahi"
"CHANDRAPUR","SAWALI","Kukud Chimadha"
"CHANDRAPUR","SAWALI","Jam Keroda Ryt"
"CHANDRAPUR","SAWALI","Khedi"
"CHANDRAPUR","SAWALI","Kapsi"
"CHANDRAPUR","SAWALI","Kondekhal Alias Ghodewahi"
"CHANDRAPUR","SAWALI","Kondekhal"
"CHANDRAPUR","SAWALI","Nilsani Pethgaon"
"CHANDRAPUR","SAWALI","FOREST"
"CHANDRAPUR","SAWALI","Sindola"
"CHANDRAPUR","SAWALI","Chandli Bk"
"CHANDRAPUR","SAWALI","Bhatti Jamb"
"CHANDRAPUR","SAWALI","Chorkhal"
"CHANDRAPUR","SAWALI","Upri"
"CHANDRAPUR","SAWALI","Singapur"
"CHANDRAPUR","SAWALI","Jamb Bk"
"CHANDRAPUR","SAWALI","Jibgaon"
"CHANDRAPUR","SAWALI","Rudrapur"
"CHANDRAPUR","SAWALI","Pethgaon Mal"
"CHANDRAPUR","SAWALI","Bhansi"
"CHANDRAPUR","SAWALI","Chak Upri Alias Madhe Bhansi"
"CHANDRAPUR","SAWALI","Wadholi Gandli"
"CHANDRAPUR","SAWALI","Usegaon"
"CHANDRAPUR","SAWALI","Wadholi Chak"
"CHANDRAPUR","SAWALI","Kawathi"
"CHANDRAPUR","SAWALI","Pethgaon Ryt"
"CHANDRAPUR","SAWALI","Pardi"
"CHANDRAPUR","SAWALI","Sirsi Raiyyatwari"
"CHANDRAPUR","SINDEWAHI","Ratnapur"
"CHANDRAPUR","SINDEWAHI","Dongargaon Salodkar"
"CHANDRAPUR","SINDEWAHI","Sarandi"
"CHANDRAPUR","SINDEWAHI","Yergaon"
"CHANDRAPUR","SINDEWAHI","Purkepar"
"CHANDRAPUR","SINDEWAHI","Khandala"
"CHANDRAPUR","SINDEWAHI","Antargaon"
"CHANDRAPUR","SINDEWAHI","Chikhal Minghari"
"CHANDRAPUR","SINDEWAHI","Chargaon Badge"
"CHANDRAPUR","SINDEWAHI","Bhendala"
"CHANDRAPUR","SINDEWAHI","Parna"
"CHANDRAPUR","SINDEWAHI","Kachhepar Rai"
"CHANDRAPUR","SINDEWAHI","Minghari"
"CHANDRAPUR","SINDEWAHI","Nachan Bhatti"
"CHANDRAPUR","SINDEWAHI","Hajari Chak"
"CHANDRAPUR","SINDEWAHI","Khatgaon"
"CHANDRAPUR","SINDEWAHI","Sirkada"
"CHANDRAPUR","SINDEWAHI","Mendhamal Gujari"
"CHANDRAPUR","SINDEWAHI","Mendha Chak"
"CHANDRAPUR","SINDEWAHI","Samda Kh"
"CHANDRAPUR","SINDEWAHI","Gadmaushi Chak"
"CHANDRAPUR","SINDEWAHI","Utichak"
"CHANDRAPUR","SINDEWAHI","Utinajik Ratnapur"
"CHANDRAPUR","SINDEWAHI","Kukasi Rith"
"CHANDRAPUR","SINDEWAHI","Ladbori"
"CHANDRAPUR","SINDEWAHI","Kargata"
"CHANDRAPUR","SINDEWAHI","Tekari Alias Antargaon"
"CHANDRAPUR","SINDEWAHI","Tekari Tukum"
"CHANDRAPUR","SINDEWAHI","Utimal"
"CHANDRAPUR","SINDEWAHI","Dewada"
"CHANDRAPUR","SINDEWAHI","Umarwahi"
"CHANDRAPUR","SINDEWAHI","Shivni"
"CHANDRAPUR","SINDEWAHI","Shankarpur"
"CHANDRAPUR","SINDEWAHI","Powan Bori"
"CHANDRAPUR","SINDEWAHI","SUBMERGED"
"CHANDRAPUR","SINDEWAHI","Powanpar"
"CHANDRAPUR","SINDEWAHI","Gadbori"
"CHANDRAPUR","SINDEWAHI","Kanhalgaon"
"CHANDRAPUR","SINDEWAHI","Ramala"
"CHANDRAPUR","SINDEWAHI","Lalchichbodi"
"CHANDRAPUR","SINDEWAHI","Powana Chak"
"CHANDRAPUR","SINDEWAHI","Wasera"
"CHANDRAPUR","SINDEWAHI","Waneri"
"CHANDRAPUR","SINDEWAHI","Sindewahi-Lonwahi (NP)"
"CHANDRAPUR","SINDEWAHI","Khairi Chak"
"CHANDRAPUR","SINDEWAHI","Jatlapur"
"CHANDRAPUR","SINDEWAHI","Sawargata Chak"
"CHANDRAPUR","SINDEWAHI","Tekari alias Waneri"
"CHANDRAPUR","SINDEWAHI","Wakal"
"CHANDRAPUR","SINDEWAHI","Jamsala"
"CHANDRAPUR","SINDEWAHI","Katangdhar"
"CHANDRAPUR","SINDEWAHI","Tembharun Bodi"
"CHANDRAPUR","SINDEWAHI","Dhanora"
"CHANDRAPUR","SINDEWAHI","Singadzari"
"CHANDRAPUR","SINDEWAHI","Pandharwani"
"CHANDRAPUR","SINDEWAHI","Maregaon Tukum"
"CHANDRAPUR","SINDEWAHI","Saradpar Rith"
"CHANDRAPUR","SINDEWAHI","Maregaon Chak"
"CHANDRAPUR","SINDEWAHI","Karwa"
"CHANDRAPUR","SINDEWAHI","Khari Golkar"
"CHANDRAPUR","SINDEWAHI","Kinhi"
"CHANDRAPUR","WARORA","Sakhara Rajapur"
"CHANDRAPUR","WARORA","Muradgaon"
"CHANDRAPUR","WARORA","Fattapur Raiyyatwari"
"CHANDRAPUR","WARORA","Wadgaon"
"CHANDRAPUR","WARORA","FOREST"
"CHANDRAPUR","WARORA","Mandavgurhad"
"CHANDRAPUR","WARORA","Nagari"
"CHANDRAPUR","WARORA","Ralegaon"
"CHANDRAPUR","WARORA","Lonar Dhote"
"CHANDRAPUR","WARORA","Bembal"
"CHANDRAPUR","WARORA","Bembal Tukum"
"CHANDRAPUR","WARORA","Lodhi Kheda"
"CHANDRAPUR","WARORA","Arvi"
"CHANDRAPUR","WARORA","Borgaon Mokasa"
"CHANDRAPUR","WARORA","Warar Makta"
"CHANDRAPUR","WARORA","Singarwadi"
"CHANDRAPUR","WARORA","Umari"
"CHANDRAPUR","WARORA","FOREST"
"CHANDRAPUR","WARORA","Kem"
"CHANDRAPUR","WARORA","Ajangaon"
"CHANDRAPUR","WARORA","Borgaon Shiwanfal"
"CHANDRAPUR","WARORA","Pimpalgaon Singara"
"CHANDRAPUR","WARORA","Jamkhula"
"CHANDRAPUR","WARORA","Chargaon Bk"
"CHANDRAPUR","WARORA","KHARSINGHI RESERVED FOREST"
"CHANDRAPUR","CHIMUR","Bhiwkund"
"CHANDRAPUR","CHIMUR","Khapari"
"CHANDRAPUR","WARORA","Yerkheda"
"CHANDRAPUR","WARORA","Bodakha"
"CHANDRAPUR","WARORA","Takali"
"CHANDRAPUR","WARORA","Mahalgaon Kh"
"CHANDRAPUR","CHIMUR","Makona"
"CHANDRAPUR","WARORA","FOREST"
"CHANDRAPUR","CHIMUR","Sawari"
"CHANDRAPUR","WARORA","Chakmaksur"
"CHANDRAPUR","WARORA","Susa"
"CHANDRAPUR","WARORA","Ambora"
"CHANDRAPUR","WARORA","Khambada"
"CHANDRAPUR","WARORA","Panjarepar"
"CHANDRAPUR","CHIMUR","Khangaon"
"CHANDRAPUR","WARORA","Bopapur"
"CHANDRAPUR","WARORA","Kosarsar"
"CHANDRAPUR","WARORA","Wadgaon"
"CHANDRAPUR","WARORA","Abamakta"
"CHANDRAPUR","WARORA","Mokhala"
"CHANDRAPUR","WARORA","Maksur"
"CHANDRAPUR","WARORA","Girola"
"CHANDRAPUR","WARORA","Chak Kawadapur"
"CHANDRAPUR","WARORA","Wathoda"
"CHANDRAPUR","WARORA","Chak Gurhad"
"CHANDRAPUR","WARORA","Kawadapur Mokasa"
"CHANDRAPUR","WARORA","Alpharalias Satara"
"CHANDRAPUR","CHIMUR","Gujgavhan"
"CHANDRAPUR","WARORA","Hirapur"
"CHANDRAPUR","WARORA","Sumthana"
"CHANDRAPUR","WARORA","Pardi"
"CHANDRAPUR","WARORA","Pimpalgaon"
"CHANDRAPUR","WARORA","Gujgavhan"
"CHANDRAPUR","WARORA","Kekapur"
"CHANDRAPUR","WARORA","Mhasala"
"CHANDRAPUR","WARORA","Shiwani"
"CHANDRAPUR","WARORA","Wadadhamal"
"CHANDRAPUR","WARORA","Pachgaon"
"CHANDRAPUR","WARORA","Bhanusakhindi"
"CHANDRAPUR","WARORA","Yewati"
"CHANDRAPUR","WARORA","Pijdura"
"CHANDRAPUR","WARORA","Kotbala"
"CHANDRAPUR","WARORA","Arjuni"
"CHANDRAPUR","WARORA","Mahadoli"
"CHANDRAPUR","WARORA","Chargaon Kh"
"CHANDRAPUR","WARORA","Kurla"
"CHANDRAPUR","WARORA","Arjuni Tukum"
"CHANDRAPUR","WARORA","Chikani"
"CHANDRAPUR","WARORA","Jamani Bk"
"CHANDRAPUR","WARORA","Waghnakh"
"CHANDRAPUR","WARORA","Antapur"
"CHANDRAPUR","WARORA","Talegaon"
"CHANDRAPUR","WARORA","Khemjai"
"CHANDRAPUR","WARORA","Chichala"
"CHANDRAPUR","WARORA","Bhendala"
"CHANDRAPUR","WARORA","Tadala Bopapur"
"CHANDRAPUR","WARORA","Pohe"
"CHANDRAPUR","WARORA","Bhatala"
"CHANDRAPUR","WARORA","Kharwad"
"CHANDRAPUR","WARORA","Asala"
"CHANDRAPUR","WARORA","Tembhurda"
"CHANDRAPUR","WARORA","Khapari"
"CHANDRAPUR","WARORA","Takali Vibhutrao"
"CHANDRAPUR","WARORA","Dhanoli"
"CHANDRAPUR","WARORA","Dadapur"
"CHANDRAPUR","WARORA","Nawargaon"
"CHANDRAPUR","WARORA","Atmurdi"
"CHANDRAPUR","WARORA","Mowada"
"CHANDRAPUR","WARORA","Pauni"
"CHANDRAPUR","WARORA","Jalka"
"CHANDRAPUR","WARORA","Khekadapur"
"CHANDRAPUR","WARORA","Ratnala"
"CHANDRAPUR","WARORA","Pimpalgaon Maroti"
"CHANDRAPUR","WARORA","Shegaon Bk"
"CHANDRAPUR","WARORA","Dahala Rith"
"CHANDRAPUR","WARORA","Wadala"
"CHANDRAPUR","WARORA","Belgaon"
"CHANDRAPUR","WARORA","Mesa"
"CHANDRAPUR","WARORA","SHEGAON RESERVED FOREST"
"CHANDRAPUR","WARORA","Borgaon De"
"CHANDRAPUR","WARORA","Dongargaon"
"CHANDRAPUR","WARORA","Salori"
"CHANDRAPUR","WARORA","Nagpur Tukum"
"CHANDRAPUR","WARORA","Waldhur"
"CHANDRAPUR","WARORA","Ashi"
"CHANDRAPUR","WARORA","Wadgaon"
"CHANDRAPUR","WARORA","Yensa"
"CHANDRAPUR","WARORA","Girsawali"
"CHANDRAPUR","WARORA","Kondala"
"CHANDRAPUR","WARORA","Bakharda"
"CHANDRAPUR","WARORA","Khartangadi"
"CHANDRAPUR","WARORA","Wanneri"
"CHANDRAPUR","WARORA","Majara Rai"
"CHANDRAPUR","WARORA","Bandara"
"CHANDRAPUR","WARORA","Jamani"
"CHANDRAPUR","WARORA","Dahegaon"
"CHANDRAPUR","WARORA","Mahalgaon Bk"
"CHANDRAPUR","WARORA","Madheli"
"CHANDRAPUR","WARORA","Salori Yensa Block"
"CHANDRAPUR","WARORA","Wagholi"
"CHANDRAPUR","WARORA","Wandhali"
"CHANDRAPUR","WARORA","RESERVED FOREST"
"CHANDRAPUR","WARORA","Khekadi"
"CHANDRAPUR","WARORA","Nimsada"
"CHANDRAPUR","WARORA","Longadaga"
"CHANDRAPUR","WARORA","Panzurni"
"CHANDRAPUR","WARORA","Nandara"
"CHANDRAPUR","WARORA","Charurkhati"
"CHANDRAPUR","WARORA","Khatoda"
"CHANDRAPUR","WARORA","Borgaon"
"CHANDRAPUR","WARORA","Wanali Wangram"
"CHANDRAPUR","WARORA","Chinora"
"CHANDRAPUR","WARORA","Anandvan"
